mbti,description
intj,무언가에 지나치게 파고드는 완벽주의 성향이 있음.[TR]
intj,"옥에 티, 사소한 실수, 불일치성을 볼 수 있을 만큼 치밀한 눈썰미가 있음.[16P][TR]"
intj,자기 분야를 허투루 하지 않으며 잘못된 세부 사항까지 집착하는 경향이 있음.[16P][69]
intj,"사회 통념을 회의적으로 바라볼 줄 알며, 때로는 전문 지식에도 의문을 제기할 수 있음.[16P]"
intj,"통찰력, 논리력, 의지력은 이들에게 전적인 힘이자 계획 추진에서도 원동력으로 작용하기도 함.[16P][72]"
intj,기존의 편의성보다 혁신을 중시함.[16P]
intj,사람이든 절차든 제도든 현재보다 더 개선될 여지가 있다고 믿고 있어 변화를 불러오기 위한 새롭고 창의적인 방법을 탐색함.[TR][75]
intj,계획과 전략 설계를 좋아함.[∑]
intj,삶은 거대한 바둑판과 같다고 생각해 '운'보다는 설계된 전략에 의존함.[16P][78]
intj,"지식과 전략으로 강력히 무장되어 있어, 대다수 사람들을 무너뜨리는 장애물을 전략을 통해 이겨낼 수 있음.[16P][80]"
intj,삶의 세부 목표를 정해놓고 완성시켜 나가는 것을 지향함.[16P]
intj,"깊이 있는 프로젝트나 아이디어에 전념하는 것을 즐기며, 목표를 달성하기 위해 집중된 노력을 함.[TR][83]"
intj,"본인을 자신의 이상형으로 만들려고 하며, 이를 실현하여 직업·사회·연애를 이끄는 무기로 작용시킴.[16P][85]"
intj,자기 통제력과 집중력이 강한 편에 속함.[16P]
intj,목표를 설정하면 실현될 때까지 전념하는 경향이 있음.[16P][88]
intj,지능이나 지식에 대한 고집·욕심이 다소 넘침.[∑]
intj,현재에 멈추지 않고 자신의 지식과 기술을 향상시킬 방법을 매 순간 평생토록 찾아 나섬.[TR][91]
intj,자존감을 얻는 계기의 대부분은 날카로운 지적 행위나 지식 축적 활동으로부터 비롯됨.[16P][93]
intj,과정보다 결과를 중시함.[16P][95]
intj,이론과 추상화에 익숙하지만 그것을 실현화하는 것에 가장 큰 만족감을 얻음.[TR]
intj,창의성이 아무리 높아도 삶의 성공으로 이끌지 못한다면 쓸데없는 것으로 간주하는 경향이 있음.[16P][98]
intj,평소 내면이 사사롭고 복잡함.[16P]
intj,"내성적이고 진지하며, 잡생각만으로 많은 시간을 보냄.[TR]"
intj,사회화보다는 개인적 성공을 중시함.[16P]
intj,주기능이 Ni(내향 직관)이고 3차 기능이 Fi(내향 감정)이라서 사고형(T) 중에서는 대체로 감정(F) 성향이 높은 편임.[TR][103]
intj,"특히 에니어그램 6번 유형일 경우, INFJ에 가까워 보일 정도로 감수성이 풍부한 경우도 있음. 이들은 눈물도 많고, 언어 분야에 수학 못지않은 소질이 있기도 함. 하지만 의사 결정과 문제 해결에서만큼은 논리와 사실을 가장 중요시함.[TR]"
intj,기본적으로 이성적이고 논리적인 타입이지만 T(사고형)과 F(감정형)의 비율 차이가 적은 경우에는 자신을 감성적이라고 평가할 수 있음.[TR][106]
intj,"Ni-Fi 루프에 빠질 경우, 미래를 원하는 대로 이끌 자신감을 유지하지 못하고 불안감에 시달리기도 함.[TR]"
intj,"단, 이들이 느끼는 감수성은 보통 '인간'에 관한 것이라기보다, 자연이나 인공물 등에 관한 심미성 및 규칙성일 가능성이 큼.[TR][109]"
intj,형식적 유연함과 자유분방한 환경에 적격인 INTP와 달리 체계적이고 계획적으로 조직된 분위기에 알맞음.[TR]
intj,자기 확신 또는 자기 능력에 대한 전망이 다소 미래지향적이고 낙관적임.[TR][∑]
intj,관심 있는 주제라면 뭐든지 깊게 통달할 수 있다는 자신감을 갖추고 있음.[16P]
intj,어떤 문제가 발생하더라도 승리할 수 있다는 믿음을 잃지 않는 편임.[16P]
intj,아무리 어려운 목표라도 의지와 지식을 통해 달성할 수 있다고 믿는 경향이 있음.[16P][116]
intj,목표를 이루기 전에 각각의 수에 대한 장단점을 고려함.[16P][118]
intj,자신의 강점이 독창성임을 알고 이를 살려줄 자유로운 분위기를 요구할 수 있음.[16P]
intj,극심한 스트레스를 경험한 경우 열등 기능인 외향 감각(Se)에 지배될 수 있음. 폭식을 하거나 막대한 돈을 쓰는 등 충동성과 무모함이 심해짐.
intj,결정에 신중한 편이며 긴 시간이 필요함.[∑]
intj,결론을 내릴 때는 불완전한 직감이나 억지스러운 가정이 아닌 분석과 연구에 근거함.[16P][124]
intj,새로운 질문을 받으면 신중히 조사하고 고려하는 데 시간을 쏟는 경향이 있음.[TR]
intj,"기대에 미치지 못하는 사람에게는 무안할 정도로 단호함. 외부적인 시선에서 보면 이러한 성격을 가진 사람들은 거만해 보이지만, 본인들은 단지 결단력이 있는 것 뿐이라고 주장함.[16P][127]"
intj,감정 표현을 쉽게 하지 않음.[TR][129]
intj,상대방에게 속을 알 수 없는 사람으로 비치기도 쉬움.[TR][131]
intj,"인간에 대한 감수성이 대체로 낮은 편이므로, 인간적 공감대에 참여하기를 부담스러워함.[TR]"
intj,상대방이 감정적인 문제를 토로하거나 상의하러 오는 상황을 어색해 하는 편임. 해결책을 원하는 사람에게는 큰 도움이 되는 편이나 감정적 공감을 원하는 사람들에게 골머리를 앓을 수 있음.[TR][134]
intj,자아 성찰이나 감정을 정리하는 데 긴 시간을 쏟지 않음.[TR][136]
intj,온화하거나 너그러운 인상과는 거리가 멀 수 있음.[16P][138]
intj,다소 오만할 수 있음.[∑][140]
intj,"남들에게 ""왜 상황 파악을 빠르게 하지 못하느냐""고 다그치는 모습이 보일 수 있음.[TR][142]"
intj,'자기가 남들보다 우월하다는 인식'이 없는 INTJ는 매우 드묾.[TR]
intj,합리적 성향이 과할 때 종종 인정머리 없는 면모를 보임. 연줄이나 정에 호소하는 건 이들에게 설득력이 없음.[16P]
intj,요구 사항에 대해서는 직설적으로 말하는 것이 편함.[16P]
intj,"보이는 모습은 엄격한 인상이지만, 변화와 혁신에 대해서는 수용적이고 지지하는 유형임.[TR][147]"
intj,"사실관계를 있는 그대로 말하려 할 때, 결과적으로 무례하거나 모욕적인 인상을 주는 실수를 하기도 함.[16P][149]"
intj,"시끄러운 여론을 무시하고 본질적인 원인을 간파, 해결할 수 있음.[16P][151]"
intj,"대다수 사람의 희망 사항이 자신의 의견과 불일치하더라도, 증거와 사실로써 그들을 할 말 없게 만들 수 있음.[16P][153]"
intj,"자신의 사실이 틀렸음을 명백히 입증당하면, 이를 빠르게 인정하고 수용함.[16P][155]"
intj,"사회집단 내에서 벌어지는 잡담, 험담, 사내 정치질(office politics) 등을 거의 전염병 취급하며 본인은 거기에 옮지 않도록 노력하는 편임.[156]"
intj,칭찬을 쏟는 것에 인색한 편임.[16P]
intj,남들에게 세부 사항을 생략하고 이야기하는 습관이 있음.[TR]
intj,"의사 표현이 너무 길다고 생각되면, 이를 좀 더 자연스럽고 직관적으로 전달하는 방법을 궁리함.[TR]"
intj,진지한 겉모습 뒤에는 유머 감각을 뒤섞어 풍자하는 면모가 있음.[16P][161]
intj,이러한 우스꽝스러운 면모를 좋아해 주는 사람도 있음.[16P][163]
intj,상대방이 틀렸음을 증명하려고 할 때 필요 이상으로 거칠게 나오는 경향이 있음.[16P][165]
intj,"언쟁 시 외모, 출신 등에 관한 평범한 인신공격이 아닌 논리적 흠결을 지적하여 사람 한 명을 바닥 끝까지 추락시키려는 기질이 있음.[TR][167]"
intj,경건함을 잃고 감정적으로 반박하는 행동을 경박하게 여김.[16P]
intj,감정적인 행동을 보면 인내심을 잃기도 함.[TR][170]
intj,인기를 얻는 것에는 큰 관심이 없음.[16P][172]
intj,인기나 유행보다 원칙과 진리가 먼저임.[16P][174]
intj,"공손한 모습이나 사교적인 농담보다는, 합리성과 성공을 우선시 함.[16P][176]"
intj,사람들이 자신의 지혜에 주목해 줄 것을 기대함.[TR]
intj,"누군가가 자신을 재수없어 한다는 것에 신경을 쓰지 않으며, 그런 점마저 오히려 만족해하는 편임.[16P][179]"
intj,"공부벌레라는 별명을 본인도 긍정적으로 수용하며, 그러한 캐릭터를 잘 이용하려는 편임.[16P][181]"
intj,책벌레 같은 면모를 보임. 영미권 속칭 '너드(Nerd)'로 불리기도 함.[16P][183]
intj,겉과 속이 모순적인 것처럼 보일 수 있음.[16P]
intj,언제나 진중한 사람인 줄 알았는데 간혹 4차원의 면모를 보여 타인을 놀라게 할 수도 있음.[16P]
intj,"직업 생활에 높은 우선순위를 두어, 인간관계나 가족에 소홀한 경우가 많음"
intj,"아무에게나 시간과 에너지를 투자하는 편은 아니므로, 단순한 지인에게는 미지의 인물처럼 보임.[16P][188]"
intj,자아 독립성이 매우 높은 편임.[16P][190]
intj,"이는 기존 관행에 순응적이지 못하며, '평범함'을 무시하는 태도로 나타날 수 있음.[16P][192]"
intj,이해가 안 가는 규율을 맹목적으로 따르는 걸 싫어함.[16P]
intj,보수적인 규칙이나 관습에 가로막히는 상황을 누구보다 혐오함.[16P][195]
intj,위계질서나 술 예절 등과 같은 사회적 불문율에 대한 인내심이 거의 없음.[16P]
intj,"더 효율적이고 합리적인 방법을 적용할 수만 있다면, 그렇지 못한 기존의 사회적 합의를 아주 쉽게 어길 수가 있으며, 이를 즐기기도 함"
intj,누군가의 무의미한 규칙 제정 또는 사려 깊지 못한 비평을 지적함으로써 그들의 지위 상승을 늦출 수 있다고 믿음.[16P]
intj,무언가를 이유 없이 맹목적으로 따르는 것을 싫어함.[16P][201]
intj,타인에게 의견을 요구하며 의지하기보다 본인이 직접 결정하는 역할을 선호함.[16P]
intj,대중을 바라보는 시각이 다소 냉소적일 수 있음.[16P][204]
intj,"사람들이 자신의 기대치에 미치지 못할 경우, 그에 대해 지나치게 비판적이 됨.[16P][206]"
intj,"결국, 자기 외 대다수의 사람이 게으르고 상상력이 부족하다고 가정할 수 있음.[16P]"
intj,"그들의 지나친 자신감은 다른 이들, 특히 지식이 부족한 사람에게서도 얻을 수 있는 유용한 조언을 간과하게 만들기도 함.[16P][209]"
intj,"친구는 끌어모으지 못해도, 평상시의 객관적인 면모와 유능함만으로 엄청난 지지자들을 흡수해 버릴 수 있음.[16P]"
intj,권력 욕심은 있으나 얼굴마담 역할(대표)은 부담스러워함.
intj,많은 지인보다 소수의 좋은 친구를 사귐.[16P]
intj,대개 다른 사람에게 골라지기보다 자기가 직접 사람을 고르려고 함.[TR][215]
intj,점찍어 둔 사람과는 돈독한 관계를 만들려는 생각이 명확함.[TR][217]
intj,좋은 영향을 공유할 수 없다고 판단되는 사람과는 친구 맺는 것을 거부함.[16P][219]
intj,"자신의 성향을 이해할 수 있는 사람을 필요로 하기 때문에, 다른 사람과의 소통을 원하지 않는 것은 아님.[16P]"
intj,자신의 발상을 자극하고 광범위한 아이디어를 공유할 수 있는 친구를 갈망함.[16P]
intj,우선순위나 가치가 유사한 사람들을 주변에 두고 싶어함.[16P]
intj,자기가 점찍어 놓은 대상과 함께 자기계발을 공유하고 싶어함.[TR]
intj,"정직함과 탐구심을 중요시하는 사람과 가까이하고 싶어하며, 이 기준에 미달하면 곧바로 흥미를 잃을 수 있음.[16P][225]"
intj,잡담만 하는 사람과 멀리하려고 함.[16P][227]
intj,얕은 지식으로 설명을 펼치는 행동을 무의미하고 어리석은 것으로 간주함.[16P][229]
intj,대화 중에 거론된 핵심 정보를 알려는 의지가 없거나 얼버무리는 사람을 예의 없다고 생각함.[16P][231]
intj,주로 새로운 학문에 도전하는 사람을 우수하게 평가하는 경향이 있음.[TR]
intj,어떠한 분석 행위를 오랫동안 지속할 수 있는 사람을 탐색함(비현실적 면모와 연관).[16P][234]
intj,친구와의 공사가 명확하며 서로 신세를 지는 관계가 될 가능성도 드묾.[16P][236]
intj,교우 관계 측면에서 사회성이 없는 편은 아님.[16P][238]
intj,"이들과 단순 지인을 넘는 친구 관계가 성립되면, 이들은 그동안 느끼지 못했던 짜릿한 경험을 할 수 있다고 함.[16P][240]"
intj,재치 있는 입담은 주로 편안함을 느끼는 사람한테만 보여줌.[16P][242]
intj,"친구라고 느껴지는 사람들에게는 물질적 보상보다는 유용한 정보, 은밀한 이야기, 통찰력을 제공함.[16P][244]"
intj,한 번 선을 넘는 사람으로 인식하면 쭉 불편해할 수 있음.[16P][246]
intj,감정 다툼이 있을 땐 양쪽이 다 편해지는 쪽으로 이끌려는 경향이 있음.[16P][248]
